,City,State,County,Zip,Lat,Lng,Population,Area,TimeZone,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
9548,Homerville,GA,Clinch,31634,31.04007,-82.76737,5622,Rural,America/New_York,Chief Technology Officer,2,39,48000.03,Separated,Male,No,9.111044999999999,12,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Mailed Check,47.9937,172.4441,4366.897142,6,5,4,1,4,3,4,2
9549,Sullivan,OH,Ashland,44880,41.03412,-82.22035,2844,Suburban,America/New_York,Systems analyst,2,78,9901.54,Widowed,Female,Yes,10.1399,12,0,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),69.19621,172.4624,5978.105413,4,4,4,3,5,4,3,2
9550,Noblesville,IN,Hamilton,46062,40.06175,-86.05543,35151,Suburban,America/Indiana/Indianapolis,Artist,3,53,17580.02,Never Married,Female,No,8.689682000000001,12,3,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,No,No,No,No,Bank Transfer(automatic),64.67477,92.45514,5790.905465,6,6,5,3,4,5,5,5
9551,Osterburg,PA,Bedford,16667,40.17991,-78.53107,1533,Suburban,America/New_York,"Engineer, maintenance",6,66,7266.18,Divorced,Male,No,12.87836,19,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Mailed Check,66.42151,164.9889,5977.806518,4,3,4,4,1,5,5,3
9552,Excelsior Springs,MO,Clay,64024,39.323679999999996,-94.22796,16972,Rural,America/Chicago,Musician,0,27,85299.46,Married,Female,No,12.27234,9,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Credit Card (automatic),66.4489,162.4526,5880.677411,4,5,2,3,4,3,6,3
9553,Hannastown,PA,Westmoreland,15635,40.349000000000004,-79.499,106,Rural,America/New_York,Media planner,1,39,20396.58,Never Married,Female,No,5.461551999999999,9,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,Mailed Check,68.03445,159.9349,5926.831311999999,4,4,4,4,2,5,3,4
9554,San Ramon,CA,Contra Costa,94582,37.76352,-121.9154,42059,Suburban,America/Los_Angeles,Technical author,0,22,95374.34,Divorced,Female,No,6.755864999999999,7,0,1,No,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),66.4055,235.1555,6631.578565,2,2,2,5,1,3,4,4
9555,Mariposa,CA,Mariposa,95338,37.50978,-119.9825,10898,Rural,America/Los_Angeles,"Engineer, biomedical",2,36,13561.91,Widowed,Female,No,6.691445,13,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Credit Card (automatic),53.60799,147.4421,4655.255882,4,4,3,3,2,4,3,5
9556,Wray,CO,Yuma,80758,40.114020000000004,-102.2009,3628,Suburban,America/Denver,Metallurgist,3,51,29258.96,Widowed,Male,No,8.898731,14,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),67.26145,159.965,5923.027721,2,3,3,3,4,3,2,3
9557,Janesville,WI,Rock,53548,42.68537,-89.12872,18074,Rural,America/Chicago,Intelligence analyst,0,34,99071.31,Never Married,Female,No,4.7255139999999995,9,0,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,No,No,No,Credit Card (automatic),60.46744,104.9643,5420.429624,4,5,4,3,5,2,4,3
9558,Munday,TX,Knox,76371,33.48662,-99.64033,1376,Suburban,America/Chicago,"Pharmacist, community",4,59,59794.64,Widowed,Female,No,4.836911,14,3,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Electronic Check,60.7205,144.9889,5838.500288,4,4,3,5,3,4,3,2
9559,Drain,OR,Douglas,97435,43.70037,-123.3349,2137,Rural,America/Los_Angeles,Medical physicist,0,56,40426.46,Married,Male,No,8.178866000000001,12,1,1,No,Two Year,No,No,DSL,No,Yes,No,Yes,No,No,Yes,No,No,Credit Card (automatic),56.109359999999995,172.4404,5395.692972999999,2,3,3,4,2,2,4,2
9560,Loda,IL,Iroquois,60948,40.52548,-88.08197,1496,Suburban,America/Chicago,Ranger/warden,1,34,11872.63,Separated,Female,No,8.819942999999999,14,1,2,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,65.52213,197.4725,6312.284353,3,4,3,2,5,3,3,3
9561,Colome,SD,Tripp,57528,43.19154,-99.76539,851,Urban,America/Chicago,"Copywriter, advertising",2,43,47875.88,Separated,Female,Yes,13.32245,18,3,0,Yes,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),55.88547,225.132,5703.524705,6,5,6,1,4,6,6,3
9562,Oakland,MI,Oakland,48363,42.77285,-83.1618,6408,Rural,America/Detroit,Materials engineer,1,61,32418.66,Married,Male,No,4.788896,11,0,1,Yes,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),66.80152,265.1283,6209.349746,5,3,3,1,4,4,3,3
9563,Highland,KS,Doniphan,66035,39.87742,-95.25345,1284,Rural,America/Chicago,Airline pilot,1,53,6148.24,Divorced,Nonbinary,No,11.49056,8,0,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,No,Mailed Check,53.94013,147.4783,4579.594851,4,4,4,3,2,4,3,4
9564,Fayetteville,NC,Cumberland,28303,35.086040000000004,-78.96185,29414,Rural,America/New_York,Banker,3,23,30689.2,Never Married,Male,No,8.26303,15,2,1,Yes,Month-to-month,No,No,DSL,No,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),59.8408,117.4392,5736.046673,3,4,4,2,3,3,4,3
9565,Wardensville,WV,Hardy,26851,39.05167,-78.628,1765,Urban,America/New_York,Photographer,3,42,11319.45,Never Married,Female,No,7.60487,17,1,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,61.00345,184.967,5491.9286,4,4,5,2,5,3,3,5
9566,Lincoln,TX,Lee,78948,30.303,-96.962,760,Suburban,America/Chicago,Cabin crew,0,70,18840.87,Separated,Female,No,7.544732000000001,13,1,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,No,Mailed Check,63.9229,172.4742,5416.863521,2,2,3,4,4,5,3,4
9567,Muenster,TX,Cooke,76252,33.68568,-97.38545,2834,Urban,America/Chicago,Television production assistant,0,37,40907.98,Widowed,Male,No,14.879170000000002,13,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Mailed Check,49.24329,169.9928,4316.7995280000005,3,3,4,3,5,3,3,3
9568,Melvin,IA,Osceola,51350,43.31098,-95.60083,701,Rural,America/Chicago,"Engineer, manufacturing",2,63,15201.62,Separated,Male,No,7.903036999999999,15,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,No,Mailed Check,51.62267,147.4601,4424.978903,4,3,4,3,3,4,4,2
9569,Radcliff,KY,Hardin,40160,37.812740000000005,-85.93921,23116,Rural,America/New_York,Environmental health practitioner,1,69,55779.85,Never Married,Female,No,9.273413,8,0,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),46.90599,149.9378,4474.612868,4,3,4,4,5,4,4,2
9570,Augusta,WV,Hampshire,26704,39.29248,-78.5905,5424,Suburban,America/New_York,Mechanical engineer,7,62,42608.15,Divorced,Female,No,15.91261,12,1,1,No,Two Year,No,No,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Bank Transfer(automatic),71.24412,117.4686,6592.008568,4,3,3,2,4,3,2,4
9571,Arma,KS,Crawford,66712,37.563790000000004,-94.7178,1723,Rural,America/Chicago,Intelligence analyst,4,55,44717.94,Never Married,Female,No,8.318141,11,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Electronic Check,54.67286,159.9656,5165.862705,5,3,5,4,3,4,6,5
9572,Lost City,WV,Hardy,26810,38.98123,-78.74473,650,Urban,America/New_York,Careers information officer,6,85,51302.57,Divorced,Female,No,9.854252,10,0,0,No,One year,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,65.14504000000001,172.4885,6072.286168,4,5,4,3,5,4,3,2
9573,Moss Point,MS,Jackson,39563,30.42492,-88.52327,13487,Rural,America/Chicago,Wellsite geologist,1,61,21804.87,Separated,Male,No,13.818010000000001,5,2,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Electronic Check,61.327119999999994,142.4855,5431.697734,2,2,4,3,4,2,3,1
9574,Purmela,TX,Coryell,76566,31.51053,-97.99616,292,Rural,America/Chicago,"Surveyor, quantity",0,57,79842.59,Married,Male,No,13.85387,14,3,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Mailed Check,40.51042,174.9768,4109.749539,4,4,2,5,2,4,3,2
9575,Hansford,WV,Kanawha,25103,38.183209999999995,-81.3831,227,Urban,America/New_York,Oceanographer,5,75,32800.57,Widowed,Female,No,12.943430000000001,8,0,1,Yes,One year,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),67.29135,172.4404,6356.496066,3,2,3,3,4,5,2,3
9576,Fort Worth,TX,Tarrant,76112,32.74812,-97.21845,41743,Urban,America/Chicago,Museum/gallery curator,1,64,18435.93,Married,Male,No,13.10254,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,61.50205,149.9778,5275.613898,3,4,3,5,2,3,4,4
9577,Royalton,MN,Morrison,56373,45.85576,-94.23653,3155,Rural,America/Chicago,Oceanographer,1,46,38631.12,Separated,Female,No,11.1218,7,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),53.98876,169.9378,4716.874438,4,2,3,5,2,5,3,4
9578,Donna,TX,Hidalgo,78537,26.161929999999998,-98.0567,47346,Suburban,America/Chicago,"Designer, graphic",2,51,48667.37,Separated,Female,No,9.25525,16,0,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Electronic Check,62.673680000000004,159.9656,5772.977508,5,4,4,3,4,3,4,4
9579,Farrell,PA,Mercer,16121,41.211209999999994,-80.49725,4667,Urban,America/New_York,Curator,0,33,49464.15,Separated,Female,No,6.32828,11,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),64.59012,172.4705,6073.965344,4,3,3,4,4,4,4,4
9580,Blanchard,IA,Page,51630,40.60099,-95.19131999999999,237,Suburban,America/Chicago,"Horticulturist, amenity",0,44,25727.59,Separated,Female,No,13.837860000000001,11,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,66.59987,162.4713,5757.5864200000005,2,2,2,4,4,1,3,3
9581,Spotsylvania,VA,Spotsylvania,22553,38.271,-77.64475,14945,Rural,America/New_York,Trade union research officer,1,60,15148.5,Widowed,Male,No,8.296729,11,2,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),64.69309,159.965,5621.504803,2,2,2,2,4,2,3,2
9582,Lebanon,VA,Russell,24266,36.86436,-82.11867,9179,Rural,America/New_York,Stage manager,3,19,18378.44,Divorced,Female,No,11.20322,8,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Electronic Check,39.23379,137.4392,3600.1193719999997,5,4,4,4,4,4,3,3
9583,Noxon,MT,Sanders,59853,48.05707,-115.7696,702,Rural,America/Denver,Financial trader,1,81,28781.12,Widowed,Male,No,9.878807,13,0,3,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),62.356840000000005,147.4564,5695.835152000001,3,3,3,4,4,2,3,4
9584,Reyno,AR,Randolph,72462,36.372609999999995,-90.77028,353,Urban,America/Chicago,Economist,0,54,30622.68,Divorced,Female,No,13.75813,12,0,0,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,63.37651999999999,179.9794,5426.490073,4,4,4,3,5,3,4,5
9585,Millrift,PA,Pike,18340,41.41988,-74.76756,248,Urban,America/New_York,"Conservator, museum/gallery",10,24,3127.53,Widowed,Female,No,10.21124,11,1,2,No,One year,No,Yes,None,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,71.31394,114.9658,6391.664046,3,4,2,3,3,3,5,3
9586,De Kalb,MO,Buchanan,64440,39.57801,-94.91893,592,Suburban,America/Chicago,"Therapist, music",9,29,26774.2,Widowed,Male,No,5.51551,11,0,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),65.55348000000001,92.45514,6208.587013,3,4,4,6,2,5,5,4
9587,Windsor,NC,Bertie,27983,35.983959999999996,-76.93933,8631,Rural,America/New_York,Equities trader,1,67,33333.79,Never Married,Male,No,10.15348,12,2,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,No,Electronic Check,59.566,159.9875,5085.102968,2,3,3,3,4,3,3,4
9588,Bronson,FL,Levy,32621,29.425259999999998,-82.62331,5394,Rural,America/New_York,Sports coach,4,60,30939.83,Married,Female,No,6.545932,14,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Electronic Check,66.56345999999999,147.4601,5638.313929,4,5,4,4,4,5,5,3
9589,Timpson,TX,Shelby,75975,31.89738,-94.41301999999999,3703,Urban,America/Chicago,Manufacturing engineer,4,66,9187.18,Widowed,Male,No,9.499419,12,0,0,No,One year,No,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,65.00498,187.6094,6310.455935,3,4,4,4,3,4,3,2
9590,Sheldon,SC,Beaufort,29941,32.54373,-80.81181,587,Urban,America/New_York,"Teacher, early years/pre",1,56,10408.71,Separated,Male,No,13.61479,15,3,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,58.53165,204.9634,5296.605879,4,4,4,2,3,5,4,5
9591,Glencliff,NH,Grafton,3238,43.982890000000005,-71.89865999999999,125,Suburban,America/New_York,"Scientist, audiological",4,78,32835.55,Never Married,Male,No,5.864152,9,2,1,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),50.09713,174.9699,4970.689824,4,4,4,4,3,3,5,4
9592,Clarksburg,MD,Montgomery,20871,39.26092,-77.28324,20008,Suburban,America/New_York,"Physicist, medical",0,86,27069.07,Married,Female,No,11.806989999999999,11,0,1,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Credit Card (automatic),62.51438,112.4551,4999.844929,5,5,4,3,5,4,4,5
9593,Galata,MT,Liberty,59444,48.72526,-111.3653,223,Suburban,America/Denver,"Production designer, theatre/television/film",3,54,17391.03,Married,Female,No,14.800479999999999,11,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),70.14018,202.4433,6147.578157,5,5,5,3,4,5,4,5
9594,Boiling Springs,SC,Spartanburg,29316,35.04115,-81.9746,26719,Rural,America/New_York,Geophysicist/field seismologist,10,76,6798.07,Divorced,Male,No,9.222467,11,0,2,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),63.3179,152.4624,6209.831863,4,4,4,2,6,3,3,3
9595,Gouverneur,NY,St. Lawrence,13642,44.336090000000006,-75.45707,9871,Suburban,America/New_York,"Surveyor, building control",1,46,62785.86,Never Married,Female,Yes,9.817687,12,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,54.41975,275.1336,5206.882205,4,4,4,4,2,5,5,2
9596,Cogan Station,PA,Lycoming,17728,41.32762,-77.08533,5019,Suburban,America/New_York,Theatre director,2,65,16462.33,Never Married,Female,No,9.416598,10,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,62.63117,169.9378,5393.505389,2,2,1,3,2,2,1,2
9597,Conde,SD,Clark,57434,45.16918,-98.07471,441,Rural,America/Chicago,Accommodation manager,1,79,71846.74,Married,Male,No,12.21574,12,2,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,No,No,No,Bank Transfer(automatic),60.30933,92.45514,5368.683525,3,4,3,3,5,2,3,3
9598,Siasconset,MA,Nantucket,2564,41.26529,-69.98433,247,Suburban,America/New_York,Publishing copy,0,69,33603.17,Widowed,Male,No,8.454573,12,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,61.52544,162.4713,5306.886205,4,4,4,4,4,4,4,5
9599,Lovejoy,IL,St. Clair,62059,38.65652,-90.16503,452,Rural,America/Chicago,IT trainer,10,30,15978.58,Never Married,Male,No,4.4181919999999995,11,1,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Electronic Check,48.06765,129.9483,4968.246217,4,4,4,5,2,6,4,4
9600,Bernie,MO,Stoddard,63822,36.664320000000004,-90.00176,2762,Urban,America/Chicago,Drilling engineer,4,53,20880.14,Never Married,Male,No,11.90848,11,1,2,No,Month-to-month,Yes,Yes,None,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),59.89979,212.6557,5694.792189,4,3,3,4,3,4,5,3
9601,Millstadt,IL,St. Clair,62260,38.459959999999995,-90.10096,7405,Urban,America/Chicago,"Designer, textile",1,82,12891.9,Married,Male,No,11.4883,9,1,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,No,Mailed Check,69.69551,172.4742,5963.585225,1,2,3,3,3,2,1,3
9602,Fresno,CA,Fresno,93704,36.79909,-119.8016,29294,Suburban,America/Los_Angeles,Fisheries officer,1,61,28122.28,Never Married,Female,No,10.411539999999999,18,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,58.59926,197.4725,5656.516315,4,4,4,4,2,4,4,5
9603,Apulia Station,NY,Onondaga,13020,42.81647,-76.0745,110,Suburban,America/New_York,Ecologist,1,27,91852.43,Widowed,Female,No,7.576322,13,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Electronic Check,51.233579999999996,129.9621,4994.1983,3,3,1,3,4,1,2,4
9604,Irvine,CA,Orange,92603,33.62445,-117.7887,19650,Suburban,America/Los_Angeles,"Teacher, music",6,86,67650.26,Divorced,Male,No,10.15007,14,0,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Mailed Check,65.18500999999999,154.9755,6314.079222,3,4,5,2,3,5,3,4
9605,Clyde,NC,Haywood,28721,35.64802,-82.95111,10152,Urban,America/New_York,"Civil engineer, consulting",3,34,27006.97,Married,Male,No,12.767000000000001,8,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,60.4105,207.4754,6001.171287,4,3,4,4,3,3,4,3
9606,Camp Sherman,OR,Jefferson,97730,44.50235,-121.6471,237,Rural,America/Los_Angeles,Archaeologist,1,53,11645.59,Never Married,Female,No,14.09779,10,2,0,No,Month-to-month,Yes,No,None,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),71.53575,194.9992,6293.106347,3,4,4,5,3,3,3,4
9607,Waterbury,CT,New Haven,6705,41.5488,-72.99311999999999,24861,Urban,America/New_York,Therapeutic radiographer,3,73,54703.41,Married,Female,No,7.438128999999999,13,0,0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,No,No,No,No,Credit Card (automatic),67.11265999999999,102.4746,5605.5846,2,3,3,4,2,3,4,3
9608,Norway,IA,Benton,52318,41.88927,-91.89274,845,Suburban,America/Chicago,"Engineer, production",0,59,60081.33,Widowed,Male,No,8.310906,18,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Credit Card (automatic),42.22849,172.4441,3767.3665770000002,4,5,4,3,3,4,4,4
9609,Ronco,PA,Fayette,15476,39.86975,-79.9206,55,Rural,America/New_York,Recruitment consultant,3,78,23467.12,Divorced,Male,No,3.208831,15,1,0,No,Month-to-month,Yes,No,None,No,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,54.12546999999999,187.65599999999998,5020.535562,4,4,4,4,4,5,3,3
9610,Somis,CA,Ventura,93066,34.28856,-119.0295,3112,Rural,America/Los_Angeles,Medical physicist,0,78,36901.27,Never Married,Female,No,10.36027,12,3,1,No,Month-to-month,Yes,No,None,No,No,No,Yes,No,No,Yes,No,No,Mailed Check,64.05212,127.4586,5441.87637,4,4,4,2,4,3,5,2
9611,Warwick,ND,Benson,58381,47.83267,-98.74061,342,Suburban,America/Chicago,Dramatherapist,2,61,69043.68,Never Married,Female,No,7.726647,12,1,2,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Electronic Check,70.18387,160.0013,6004.101327,2,4,4,3,4,2,4,2
9612,Royalton,MN,Morrison,56373,45.85576,-94.23653,3155,Rural,America/Chicago,Risk analyst,1,52,47563.06,Divorced,Female,No,7.697496000000001,12,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,Mailed Check,67.50401,202.4433,5876.563966,3,4,2,4,4,3,4,2
9613,Athens,PA,Bradford,18810,41.93568,-76.50452,5590,Urban,America/New_York,Tourism officer,0,26,67402.55,Divorced,Female,No,12.0016,10,0,1,No,Two Year,No,No,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),62.29043000000001,114.9838,5276.5263429999995,3,4,3,3,3,3,4,4
9614,Willow Springs,MO,Howell,65793,36.992490000000004,-91.97209000000001,6416,Rural,America/Chicago,Building services engineer,2,45,73691.96,Separated,Male,Yes,5.537878,19,0,1,Yes,Two Year,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,No,Bank Transfer(automatic),64.49478,252.62400000000002,5938.712727,3,3,4,5,2,4,3,3
9615,Queen City,TX,Cass,75572,33.23153,-94.13216,4173,Urban,America/Chicago,Agricultural consultant,3,40,130319.3,Widowed,Female,Yes,7.01505,9,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),61.572990000000004,222.6362,5702.684165,3,4,2,2,5,3,4,3
9616,Los Angeles,CA,Los Angeles,90026,34.07927,-118.26299999999999,69589,Suburban,America/Los_Angeles,"Embryologist, clinical",3,20,53680.57,Widowed,Male,No,13.65034,9,0,0,No,Two Year,No,No,None,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),51.4383,245.175,5231.660184,2,3,2,3,4,2,3,2
9617,Afton,TX,Dickens,79220,33.75776,-100.7864,225,Urban,America/Chicago,"Designer, multimedia",1,88,13135.95,Never Married,Female,No,10.647860000000001,9,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,49.57035,240.1149,4492.694472,2,2,4,3,4,3,2,2
9618,Gilmore,AR,Crittenden,72339,35.422,-90.26811,126,Urban,America/Chicago,Legal executive,1,59,40880.45,Married,Female,No,9.206332000000002,13,1,0,No,One year,No,No,DSL,No,Yes,No,Yes,No,No,No,No,No,Bank Transfer(automatic),71.28275,147.4564,6417.049134000001,3,3,2,3,3,3,2,2
9619,Waukesha,WI,Waukesha,53188,43.02214,-88.29138,35799,Urban,America/Chicago,Insurance risk surveyor,1,36,68930.4,Married,Male,No,8.460713,14,1,0,No,Month-to-month,No,Yes,None,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Credit Card (automatic),64.90439,139.9678,5731.573711999999,4,3,4,3,5,3,3,4
9620,Catasauqua,PA,Lehigh,18032,40.65696,-75.4678,9391,Urban,America/New_York,"Conservator, furniture",1,22,58726.65,Widowed,Male,No,10.55283,14,0,0,No,Month-to-month,Yes,No,None,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Mailed Check,59.7267,152.5022,5508.351465,3,4,3,3,4,4,4,4
9621,Mifflintown,PA,Juniata,17059,40.59169,-77.38457,7972,Urban,America/New_York,"Editor, commissioning",4,75,47075.22,Separated,Male,Yes,9.002155,16,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,56.167159999999996,220.1149,5628.746728,4,4,4,5,2,4,5,4
9622,Hamilton,IL,Hancock,62341,40.42577,-91.30279,3454,Urban,America/Chicago,Community development worker,3,70,33502.78,Never Married,Female,No,8.743392,9,0,0,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,58.188190000000006,222.6326,5808.103829,3,3,3,5,3,4,3,2
9623,Granada Hills,CA,Los Angeles,91344,34.29392,-118.5075,53266,Urban,America/Los_Angeles,"Engineer, communications",10,79,42222.25,Married,Female,No,9.31547,14,1,4,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,68.03324,172.4567,6432.2940149999995,4,5,5,3,5,3,4,2
9624,Huntley,IL,McHenry,60142,42.17566,-88.44239,28121,Rural,America/Chicago,"Research officer, trade union",2,35,60405.56,Divorced,Male,No,6.155514,15,2,0,No,One year,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),59.1861,142.5007,5710.355111999999,5,5,6,3,3,3,4,5
9625,Tampa,FL,Hillsborough,33635,28.0273,-82.61771,18353,Rural,America/New_York,Writer,5,75,13111.46,Divorced,Male,No,8.727973,13,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,66.38094,245.1457,6265.320961,3,2,3,3,5,3,2,2
9626,East Berlin,PA,Adams,17316,39.9669,-77.00425,8385,Suburban,America/New_York,Location manager,3,62,32250.13,Married,Female,No,14.166820000000001,11,4,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,62.38737,214.9663,5571.246619,3,3,4,4,3,3,4,4
